word,definition,pos,target_code,trans_word,alt_def,wiki_link,example
위아래,A compound noun meaning up and down.,명사,26750,up and down,Up and down,https://en.wiktionary.org/wiki/위아래,"
			위아래로 굴리다.
		"
음반,"A CD, cassette tape, or record disk in which many songs are stored.",명사,24048,record; disk,A phonograph record,https://en.wiktionary.org/wiki/음반,"
			신인 가수의 음반이 음악 시장을 강타하며 폭발적인 인기를 받고 있다.
		"
의논,"An act of sharing opinions about a certain topic.",명사,24059,discussion,"consultation,conference",https://en.wiktionary.org/wiki/의논,"
			가정일을 의논하다.
		"
이,A part in the human or animal mouth that is used to bite something or chew food.,명사,69529,tooth,two,https://en.wiktionary.org/wiki/이,"
			이가
		"
이래서,An abbreviated word for '이리하여서' (a conjugated form of '이리하다' (do in this way)).,품사 없음,71158,iraeseo,"This way, this direction, here",https://en.wiktionary.org/wiki/이래서,"
			그러게. 이래서 일꾼들 품삯도 안 나오게 생겼어.
		"
이발소,A place that mainly cuts and grooms men's hair.,명사,24853,barbershop,barber’s shop,https://en.wiktionary.org/wiki/이발소,"
			나는 이발소에서 머리를 자르는 김에 공짜배기로 면도도 했다.
		"
자살하다,To kill oneself.,동사,24779,commit suicide; put oneself to death,Commit suicide,https://en.wiktionary.org/wiki/자살하다,"
			목매 자살하다.
		"
자연적,The quality of being characterized by being in a natural state without human influence.,명사,24785,being natural; being inartificial,Natural,https://en.wiktionary.org/wiki/자연적,"
			신화의 주인공은 초자연적인 힘을 가진 신이나 괴물이 많다.
		"
장례식,A set of rituals for a dead person including his/her burial or cremation.,명사,24804,funeral,A funeral,https://en.wiktionary.org/wiki/장례식,"
			장례식이 거행되다.
		"
재수,Good luck that will lead to something great.,명사,24931,luck,"luck,fortune",https://en.wiktionary.org/wiki/재수,"
			그렇다면 시험 경험이 있는 재수생이 강세겠군요.
		"
재작년,The year that was right before last year.,명사,24950,the year before last year,The year before last,https://en.wiktionary.org/wiki/재작년,"
			재작년 그맘때에도 홍수가 났었지.
		"
재채기,The act of air bursting out from the nose with a loud noise when the inside of the nose is irritated.,명사,24966,sneeze,"sneeze,sneezing",https://en.wiktionary.org/wiki/재채기,"
			무슨 재채기를 그렇게 심하게 하니? 왜 그래?
		"
전구,"A round glass device that emits light, powered by electricity.",명사,25113,light bulb,An electric bulb,https://en.wiktionary.org/wiki/전구,"
			각색의 전구.
		"
전문점,A store that sells a particular kind of goods.,명사,25293,specialty store,Exclusive store,https://en.wiktionary.org/wiki/전문점,"
			여기는 관악기 전문점이라 피아노 같은 악기는 없습니다.
		"
전통문화,An indigenous culture that originated and has been passed down in a country.,명사,31695,traditional culture,Traditional culture,https://en.wiktionary.org/wiki/전통문화,"
			삼촌은 한국 전통문화를 소개해 주는 행사에서 가마를 메고 외국인들을 태웠다.
		"
정거장,"A place where buses, trains, etc., stop so people can get on and off the vehicle.",명사,31739,stop; station,A railroad station,https://en.wiktionary.org/wiki/정거장,"
			그 정거장 말고 고담 정거장에서 내리면 된다.
		"
존댓말,A form used in referring to a person or thing in order to convey respect.,명사,24607,honorific,Respectful speech,https://en.wiktionary.org/wiki/존댓말,"
			엄마, 윗사람에게는 왜 존댓말을 써야 돼요?
		"
주전자,A container with a small spout and a handle that is used to heat water or liquor in or pour it from.,명사,25982,kettle,"A kettle, teakettle",https://en.wiktionary.org/wiki/주전자,"
			엄마가 보리차를 주전자에 가득 차게 끓였다.
		"
지우다,"To remove something written or drawn, or a trace, etc., using a tool.",동사,17802,erase,"to make someone carry, to load something up; to charge person with a duty",https://en.wiktionary.org/wiki/지우다,"
			가위표로 지우다.
		"
찬성,"An act of acknowledging another person's opinion, idea, etc., as meritorious and endorsing it.",명사,24805,agreement; consent,"approval,assent",https://en.wiktionary.org/wiki/찬성,"
			가결에 찬성하는 사람들이 많겠습니까?
		"
초보자,"A person who does something, or learns a skill, for the first time. ",명사,25414,beginner; novice,"A beginner, neophyte",https://en.wiktionary.org/wiki/초보자,"
			이 카메라는 조작 방법이 매우 간소화되어서 초보자들도 쉽게 다룰 수 있다.
		"
초청장,Something written on which invites someone to something.,명사,25470,invitation; invitation letter,An invitation (card),https://en.wiktionary.org/wiki/초청장,"
			초청장은 준비됐어요?
		"
촌스럽다,One's attitude or taste being unsophisticated and looking like that of a country person.,형용사,25483,unpolished; countrified; dowdy ,Unfashionable,https://en.wiktionary.org/wiki/촌스럽다,"
			화장이 촌스럽다.
		"
카레,"Yellow spice made by mixing turmeric, ginger, black pepper, garlic, etc.",명사,28147,curry,Curry,https://en.wiktionary.org/wiki/카레,"
			과립형 카레는 기존의 분말 카레보다 물에 잘 녹아 요리하기 편리하다.
		"
컨디션,"The state of one's body, health. emotion, etc.",명사,28154,condition,Condition,https://en.wiktionary.org/wiki/컨디션,"
			그는 오늘 컨디션이 좋은지 유난히 몸놀림이 가벼웠다.
		"
코스모스,"A tall plant with thin leaves, whose white, pink, or red flowers usually bloom in the fall; or its flower.",명사,28164,cosmos; Mexican Aster,Cosmos,https://en.wiktionary.org/wiki/코스모스,"
			그 사림은 코스모스와 같이 너무나 가냘파 보였다.
		"
킬로,A bound noun that serves as a unit of weight.,의존 명사,72175,kilogram,Kilo,https://en.wiktionary.org/wiki/킬로,"
			어떻게 알았어? 나 팔십 킬로그램이야.
		"
토론자,"A person who debates an issue, while judging what is right and wrong.",명사,49283,panel; debater,"A debator, a disputant",https://en.wiktionary.org/wiki/토론자,"
			토론자의 엉뚱한 주장은 토론을 더욱 혼란스러운 상태로 가져갔다.
		"
튼튼히,In the manner of being very hard and firm.,부사,82621,strongly,"Strongly, firmly",https://en.wiktionary.org/wiki/튼튼히,"
			서구 문물을 배우고 돌아온 지식인들은 서양의 문물을 배워 나라를 튼튼히 해야 한다며 개화파를 형성하였다.
		"
티셔츠,A short-sleeved shirt that looks like the letter 'T'.,명사,82674,T-shirt,T-shirts,https://en.wiktionary.org/wiki/티셔츠,"
			지수는 흰 색 바탕에 검은 색 가로무늬 티셔츠를 입었다.
		"
페인트,"Substance applied to the surface of an object, which, if solidified, expresses colors and protects the object.",명사,81963,paint,Paint,https://en.wiktionary.org/wiki/페인트,"
			나는 페인트로 사무실 벽면을 빈틈이 없게 고르게 칠했다.
		"
평상시,Ordinary times in which nothing special is happening.,명사,81244,ordinary times,Normally,https://en.wiktionary.org/wiki/평상시,"
			오늘은 평상시보다 열차가 조금 늦게 도착한 것 같네.
		"
학교생활,A student's life in school. ,명사,84032,school life; student life,"school life, student life",https://en.wiktionary.org/wiki/학교생활,"
			학교를 졸업하려니 학교 생활을 같이한 친구들과 헤어지는 것이 아쉽다.
		"
한둘,A number that is about one or two. ,수사,72435,about one or two,One or two,https://en.wiktionary.org/wiki/한둘,"
			기운 내. 야근으로 고행하는 직장인이 어디 한둘이겠어.
		"
해물,All the marine animals and plants consumed by man. ,명사,85355,seafood,Marine products,https://en.wiktionary.org/wiki/해물,"
			각종 해물.
		"
형,A word used only by a male to refer to or address his male siblings or cousins older than himself.,명사,20286,older brother,"type, model",https://en.wiktionary.org/wiki/형,"
			형은 용돈을 벌기 위해 아침마다 가가호호를 돌며 신문을 돌렸다.
		"
혼나다,To get extremely startled or exhausted to the extent of losing one's senses.,동사,87966,struggle; have a hard time; be dying,"Get frightened, scared",https://en.wiktionary.org/wiki/혼나다,"
			공갈하다 혼나다.
		"
가만,Without movement or words.,부사,15299,quietly; motionlessly,Quietly or softly,https://en.wiktionary.org/wiki/가만,"
			왜 버스에 타지 않고 가만히 서 있나요?
		"
감정적,The state of being based on a feeling or emotion.,명사,16183,being emotional,Emotional,https://en.wiktionary.org/wiki/감정적,"
			문제를 감정적으로 가져가다.
		"
강북,The north area of a river.,명사,15457,north of a river,North of the river,https://en.wiktionary.org/wiki/강북,"
			김 대리는 집이 강북이라 강남으로 출퇴근을 하려면 힘들겠어.
		"
거리,"A road, street, etc., for pedestrians or cars.",명사,20187,street; road; avenue,"side (as in a side dish); road, street",https://en.wiktionary.org/wiki/거리,"
			가공한 줄거리.
		"
고무신,"A kind of shoe, that is made of rubber.",명사,20094,gomusin; rubber shoe,Rubber shoes,https://en.wiktionary.org/wiki/고무신,"
			수수하게 고무신을 신거나 가죽으로 고급스럽게 만든 갖신을 신는 것이 좋아요.
		"
고춧가루,Spicy powder made by pounding dried red pepper.,명사,25597,red pepper powder,Red pepper powder,https://en.wiktionary.org/wiki/고춧가루,"
			고춧가루가 가미된 음식은 매운맛이 난다.
		"
관람,"The act of seeing performances, movies, sports games, or exhibits such as relics, paintings, sculptures, etc.",명사,23981,viewing,Inspection or viewing,https://en.wiktionary.org/wiki/관람,"
			관람 가.
		"
교외,"A relaxing, quiet area around the city.",명사,24047,suburb; outskirts,Outside the school or extramural,https://en.wiktionary.org/wiki/교외,"
			교외 거주자.
		"
교육비,Cost of education.,명사,24053,educational cost,Tuition or the cost of a school education,https://en.wiktionary.org/wiki/교육비,"
			아이들의 사교육비가 가계에 큰 부담을 주는 것으로 나타났다.
		"
국립,The state of being established and managed with the national budget for the public benefit.,명사,42224,being national,Government established,https://en.wiktionary.org/wiki/국립,"
			강도 사건의 범인을 잡기 위하여 경찰은 지문 감식을 국립과학수사연구소에 요청하였다.
		"
금,The fifth day from Monday in a week.,명사,33494,Friday,"line, crack",https://en.wiktionary.org/wiki/금,"
			민준이는 금방이라도 일어날 듯이 의자 가에 엉덩이만 살짝 걸치고 앉았다.
		"
기억되다,"For past figures, facts, knowledge or experiences to be recalled or unforgotten.",동사,32513,be remembered; be recalled,To be remembered,https://en.wiktionary.org/wiki/기억되다,"
			거성으로 기억되다.
		"
까다,"To peel the skin or shell.",동사,32546,peel; hull; shell; husk,Peel or husk,https://en.wiktionary.org/wiki/까다,"
			민준이는 입맛이 까다로워서 주는 대로 안 먹고 음식을 가려 먹는다.
		"
꽃씨,The seed of a flower.,명사,14646,flower seed,Flower seed,https://en.wiktionary.org/wiki/꽃씨,"
			꽃삽으로 흙을 파고 그 안에 꽃씨를 뿌린 다음 다시 흙을 덮은 뒤 물을 주었다.
		"
꾸준하다,"Consistent, with almost no changes.",형용사,14651,steady; constant; unflagging,Be steady or unflagging,https://en.wiktionary.org/wiki/꾸준하다,...
난방,Raising the temperature inside the room to make it warmer.,명사,16342,heating,A heated room,https://en.wiktionary.org/wiki/난방,"
			난방 장치가 가동되다.
		"
내용물,An object or material inside of something.,명사,28548,content,Contents,https://en.wiktionary.org/wiki/내용물,"
			지수는 소포를 개봉하여 내용물을 확인하였다.
		"
녹화,An act of storing real images or motions on a device in order to watch them again later.,명사,28315,video recording,Tree-planting,https://en.wiktionary.org/wiki/녹화,"
			관객의 환성이 녹화장의 분위기를 고조했다.
		"
농구,An athletic event in which five players are divided into two teams and compete for points by throwing a ball into the opponent's basket.,명사,28323,basketball,Basketball,https://en.wiktionary.org/wiki/농구,"
			승규는 매일 농구 연습을 열심히 한 결과 농구 실력이 선수에 가까워졌다.
		"
달다,Tasting like honey or sugar.,형용사,62741,sweet,to weigh,https://en.wiktionary.org/wiki/달다,"
			가에 달다.
		"
뒷골목,A narrow street behind a large road. ,명사,15013,back street; back alley,back street; back alley,https://en.wiktionary.org/wiki/뒷골목,"
			뒷골목을 굴러다니다.
		"
들어주다,"To accept someone's request, demand, etc.",동사,15045,receive; accept,"grant, comply with",https://en.wiktionary.org/wiki/들어주다,"
			간청을 들어주다.
		"
디자이너,"A person whose job it is to plan or sketch a work with a practical purpose in fashion, industrial goods, architecture, etc.",명사,15059,designer,designer,https://en.wiktionary.org/wiki/디자이너,"
			디자이너는 옷 모양대로 가위질한 천을 꿰매 옷을 만들었다.
		"
따로따로,Singly without being together with or being mixed with others.,부사,15081,individually; separately,"separately, individually",https://en.wiktionary.org/wiki/따로따로,"
			남학생과 여학생이 따로따로 갈라서 보세요.
		"
뛰어나가다,To go running out quickly.,동사,14442,run out,"fly out, run out",https://en.wiktionary.org/wiki/뛰어나가다,"
			그라운드로 뛰어나가다.
		"
뛰어놀다,To play while jumping here and there.,동사,15206,run and play,"play around, round around, frisk",https://en.wiktionary.org/wiki/뛰어놀다,"
			꽃사슴이 뛰어놀다.
		"
라이벌,"A relationship in which two people compete against each other in the same field, or a person in such a relationship.",명사,15240,rival,"rival, rivalry",https://en.wiktionary.org/wiki/라이벌,"
			라이벌의 각축전.
		"
매번,Each and every time.,명사,91116,all the time,Every time,https://en.wiktionary.org/wiki/매번,"
			다리가 하나뿐이라 매번 교통 체증이 심했는데 잘됐다.
		"
먹다,To put food into one's mouth and take it in one's stomach.,동사,58272,eat; have; consume; take,"be deaf, to lose one's hearing",https://en.wiktionary.org/wiki/먹다,"
			가끔 먹다.
		"
무관심하다,Showing no interest or paying no attention.,형용사,15317,indifferent; uninterested; apathetic,Be indifferent to,https://en.wiktionary.org/wiki/무관심하다,"
			경조사에 무관심하다.
		"
무사하다,Safe without any problem or difficulty.,형용사,15329,safe; intact	,"Be safe, peaceful",https://en.wiktionary.org/wiki/무사하다,"
			지수는 승객들이 모두 무사하다는 소식을 듣고서 마음을 놓았다.
		"
밤낮,Day and night.,명사,15883,all day; day and night,"Night and day, always",https://en.wiktionary.org/wiki/밤낮,"
			부모님은 우리 형제들을 가르치기 위해 밤낮으로 일하셨다.
		"
배구,A game in which there is a net in the middle of a rectangular court and players hit the ball with their hands while keeping the ball from hitting ground in an attempt to pass it to the opponent's side of the net.,명사,15491,volleyball,Volleyball,https://en.wiktionary.org/wiki/배구,"
			그녀는 우리나라 배구 선수 중 가장 강한 스파이크를 가진 거포이다.
		"
번역하다,To translate speech or writing into another language.,동사,14444,translate,To translate,https://en.wiktionary.org/wiki/번역하다,"
			고유 명사를 번역하다.
		"
병아리,A young bird that has yet to grow fully.,명사,14484,chick,"Chick, baby chicken",https://en.wiktionary.org/wiki/병아리,"
			새로 태어난 병아리들은 성 감별 과정을 거쳐 암컷과 수컷으로 분리되었다.
		"
부지런하다,Tending to work steadily without being idle.,형용사,26500,diligent; industrious,Be diligent,https://en.wiktionary.org/wiki/부지런하다,"
			남달리 부지런하다.
		"
부피,The amount of space that something occupies. ,명사,26783,volume,"bulk,size",https://en.wiktionary.org/wiki/부피,"
			각기둥의 부피.
		"
비기다,For two persons or teams to end a game in a draw.  ,동사,25663,tie,"End in a tie, to be even-even. Same as 무승부를 기록하다",https://en.wiktionary.org/wiki/비기다,"
			보로 비기다.
		"
생활용품,Basic items needed for living.,명사,16600,daily necessities,Necessities for daily life,https://en.wiktionary.org/wiki/생활용품,"
			좋아요. 집에서 사용하지 않는 옷과 생활용품을 가지고 오기로 해요.
		"
선풍기,A device used to beat the heat by making wind with electric power.,명사,44917,fan,A fan,https://en.wiktionary.org/wiki/선풍기,"
			선풍기를 고정하다.
		"
세로,"The direction from the top to bottom, or the length.",명사,49223,height; length,Length,https://en.wiktionary.org/wiki/세로,"
			정사각형은 가로와 세로의 길이가 똑같다.
		"
섹시하다,"One's appearance or behavior being sexually attractive.",형용사,49230,sexy; hot,To be sexy,https://en.wiktionary.org/wiki/섹시하다,"
			입술이 섹시하다.
		"
소비하다,"To use up money, objects, time, efforts, strength, etc. ",동사,49239,consume,"to consume, spend (time or money)",https://en.wiktionary.org/wiki/소비하다,"
			함부로 과소비하다.
		"
수리하다,To process a matter or document officially.,동사,64931,accept,"repair,mending",https://en.wiktionary.org/wiki/수리하다,"
			가건물을 수리하다.
		"
스물,The number that is the product of two times ten.,수사,93505,twenty,Twenty,https://en.wiktionary.org/wiki/스물,"
			가만있자, 그 애가 올해 스물아홉이던가, 서른이던가?
		"
식료품,Food used as ingredients for cuisines.,명사,13988,food,Articles for food,https://en.wiktionary.org/wiki/식료품,"
			식료품 가게.
		"
식히다,To get rid of heat.,동사,13992,cool,"To cool, let cool. 차게 하다",https://en.wiktionary.org/wiki/식히다,"
			강더위를 식히다.
		"
싫어지다,To come to dislike something. ,동사,16244,become disgusted with; get sick of,To become distasteful,https://en.wiktionary.org/wiki/싫어지다,...
씻기다,"To be wiped or become clean as a dirty thing or stain is eliminated. ",동사,16745,be washed; be cleaned,to wash,https://en.wiktionary.org/wiki/씻기다,"
			씻기다
		"
얼리다,To harden a liquid or something wet into a solid by cold.,동사,15105,freeze,"Freeze, make ice",https://en.wiktionary.org/wiki/얼리다,"
			급속으로 얼리다.
		"
여직원,,,,,Female employee,https://en.wiktionary.org/wiki/여직원,"
			회사에서는 급한 안건에 대하여 직원회의를 열어 공론에 부쳤다.
		"
열리다,For something closed or locked to be opened or unlocked.,동사,74352,open; be unlocked; unlock,to bear fruit,https://en.wiktionary.org/wiki/열리다,"
			가지에 열매가 열리다.
		"
옆방,One of two rooms next to each other. ,명사,14125,next room,The room next door,https://en.wiktionary.org/wiki/옆방,"
			옆방에서 사람들이 이야기하는 소리가 가늘게 새어 나왔다.
		"
오피스텔,"An office equipped with additional facilities such as a bedroom, a kitchen, a bathroom, etc. ",명사,22026,studio apartment,Office hotel (studio apt),https://en.wiktionary.org/wiki/오피스텔,"
			오피스텔의 골조 공사가 끝나고 건물의 외벽 공사가 시작되었다.
		"
올가을,The fall of this year. ,명사,22079,this fall,This fall,https://en.wiktionary.org/wiki/올가을,"
			올 가을은 유난히 짧아서 여름 다음에 바로 겨울이 오는 것 같았다.
		"
와이셔츠,"A shirt with a collar and sleeves, which is worn under a suit jacket. ",명사,22146,dress shirt,A white dress shirt,https://en.wiktionary.org/wiki/와이셔츠,"
			나는 구겨진 와이셔츠를 다려서 옷걸이에 걸어 두었다.
		"
원피스,A woman's outer garment made of one piece. ,명사,26721,one-piece dress,(one-piece) a dress,https://en.wiktionary.org/wiki/원피스,"
			지수는 딸에게 원피스를 만들어 주려고 아이의 신체를 계측했다.
		"
윗사람,A person who is older or higher than oneself in a family.,명사,26771,one's senior,"A superior, one’s older somebody",https://en.wiktionary.org/wiki/윗사람,"
			윗사람한테는 꼼짝도 못하고 아랫사람들에게만 큰소리치는 박 씨의 모습이 가관이다.
		"
이민,The act of leaving one's native country and living in another. ,명사,24884,emigration,Emigration,https://en.wiktionary.org/wiki/이민,"
			이민을 가다.
		"
이성,The capacity to think and judge logically with proper values and knowledge. ,명사,71136,reason,opposite sex,https://en.wiktionary.org/wiki/이성,"
			상사는 나에게 감상주의에 사로잡히지 말고 이성적으로 일을 처리하라고 충고했다.
		"
이혼하다,For a married couple to end their marriage legally.,동사,24974,get divorced; be divorced from; be separated by divorce,To get divorced,https://en.wiktionary.org/wiki/이혼하다,"
			남편과 이혼하다.
		"
인제,The time right at this moment; or the time right before or after this moment.,명사,25104,now; being from this time,Now,https://en.wiktionary.org/wiki/인제,"
			저는 인제 혼자서 자는 거 하나도 안 무서워요.
		"
입사하다,"To get a job with a company, etc., and become its employee.",동사,24622,enter a company; join a company ,To join/enter a company,https://en.wiktionary.org/wiki/입사하다,"
			경력 사원으로 입사하다.
		"
재우다,To cause someone to fall asleep.,동사,74274,put someone to sleep,Put to sleep,https://en.wiktionary.org/wiki/재우다,"
			갈비를 재우다.
		"
전시되다,For a variety of items to be set up in one place for visitors to look at.,동사,25320,be exhibited,"To be exhibited,ddisplayed",https://en.wiktionary.org/wiki/전시되다,"
			갤러리에 전시되다.
		"
졸리다,To feel like sleeping.,동사,24623,feel drowsy,"Feel sleepy,drowsy",https://en.wiktionary.org/wiki/졸리다,"
			졸리다
		"
졸음,The sensation or state of being sleepy.,명사,24626,drowsiness,"sleepiness,drowsiness",https://en.wiktionary.org/wiki/졸음,"
			나는 졸음운전을 하다가 가드레일을 들이받은 적이 있다.
		"
종이컵,A disposable cup made of paper.,명사,24639,paper cup,A paper cup,https://en.wiktionary.org/wiki/종이컵,"
			우리는 미처 그릇을 준비하지 못해서 종이컵을 그릇으로 대용했다.
		"
주문,"The act of directing a manufacturer or seller to make or deliver an item by specifying the type, quantity, shape, size, etc., or the details of such instruction.",명사,25943,order,spells,https://en.wiktionary.org/wiki/주문,"
			이 식당은 벽마다 가격표를 크게 붙여 놓아서 주문하기가 쉽다.
		"
지능,"The intellectual adaptive ability to understand and cope with objects or situations. It can be quantified as an intelligence quotient, etc.",명사,27765,intelligence,"intelligence,intellect, raw intelligence",https://en.wiktionary.org/wiki/지능,"
			우리 아이는 지능 지수보다는 감성 지수가 높은 편이에요.
		"
쩔쩔매다,"To be bewildered due to an occurrence of a difficult situation, not knowing what to do.",동사,37153,struggle,"To be at a loss, be confused",https://en.wiktionary.org/wiki/쩔쩔매다,"
			일이 풀리지 않아 쩔쩔매다.
		"
철,"One of four divisions of a year distinguished by natural phenomena, which are spring, summer, fall, and winter.",명사,71469,season,maturity; good sense,https://en.wiktionary.org/wiki/철,"
			철학가
		"
청바지,A pair of blue pants made of strong cotton.,명사,30117,jeans,Blue jeans,https://en.wiktionary.org/wiki/청바지,"
			청바지와 가로줄 무늬의 티셔츠가 무난하게 잘 어울렸다.
		"
추가되다,For more of something to be put in later. ,동사,27782,be added,To be added,https://en.wiktionary.org/wiki/추가되다,"
			각색이 추가되다.
		"
치료법,A method of treating a disease or wound.,명사,28123,cure; treatment; remedy,A curative means,https://en.wiktionary.org/wiki/치료법,"
			치료법이 공인되다.
		"
치우다,To move an object to another place.,동사,89815,move,"Straighten up, tidy, remove",https://en.wiktionary.org/wiki/치우다,"
			개똥을 치우다.
		"
코끼리,The largest animal living on land that has a very long nose and two large tusks.,명사,28148,elephant,An elephant,https://en.wiktionary.org/wiki/코끼리,"
			코끼리를 거꾸러뜨리다.
		"
콘서트,A gathering organized so that people can listen to songs or music being sung or played live. ,명사,28165,music concert,Concert,https://en.wiktionary.org/wiki/콘서트,"
			전국 각처에서 모인 관중으로 콘서트 장소가 가득 찼다.
		"
큰소리,A loud voice when scolding someone.,명사,28172,shouting; yelling,"A loud voice, loudly",https://en.wiktionary.org/wiki/큰소리,"
			윗사람한테는 꼼짝도 못하고 아랫사람들에게만 큰소리치는 박 씨의 모습이 가관이다.
		"
큰아들,The firstborn son among two or more sons. ,명사,28174,eldest son,Oldest son,https://en.wiktionary.org/wiki/큰아들,"
			아버지가 돌아가신 후에 땅은 큰 아들에게 갔고 집은 작은 아들에게 갔다.
		"
특급,"A class, rank, or grade that is special.",명사,82980,special class; special rank; special grade,In a special class,https://en.wiktionary.org/wiki/특급,"
			특급 관광호텔.
		"
평일,Ordinary times in which nothing special is happening.,명사,81325,ordinary times,A weekday,https://en.wiktionary.org/wiki/평일,"
			저희는 평일에만 영업을 하고 주말에는 개점하지 않습니다.
		"
풀어지다,"For what has been tied, bound, or tangled to return back to its original state.",동사,83639,be untied,To get loose; to turn soft (noodles),https://en.wiktionary.org/wiki/풀어지다,"
			게슴츠레 풀어지다.
		"
한겨울,The time in winter when the cold is most severe.,명사,84081,midwinter; middle of winter; the height of winter,"Midwinter, the dead of winter",https://en.wiktionary.org/wiki/한겨울,"
			건조한 겨울에는 가습기로 실내의 습도를 조절할 수 있다.
		"
한평생,The time that one lives. ,명사,84048,one's lifetime; one's whole life ,A lifetime,https://en.wiktionary.org/wiki/한평생,"
			이 목사는 한평생을 개혁적 종교인으로 살았다.
		"
해수욕장,A beach equipped with facilities to swim and play in the sea. ,명사,85716,beach,A swimming beach,https://en.wiktionary.org/wiki/해수욕장,"
			동생은 해수욕장에 다녀오니 얼굴이 가맣게 그을렸다.
		"
핸드폰,"A small, cordless phone that can be carried around and used.",명사,58170,mobile phone; cellular phone,Cell phone,https://en.wiktionary.org/wiki/핸드폰,"
			이 핸드폰은 팔십만 원이에요.
		"
허허,"A word imitating the sound or describing the motion of laughing loudly with a round, open mouth. ",부사,87950,ha-ha; ho-ho,"Ha-ha, with a laugh",https://en.wiktionary.org/wiki/허허,"
			허허, 김 선생은 생각할수록 이상한 사람이구먼.
		"
호실,A room which a certain number is assigned to. ,명사,86645,room,Tells you the room number,https://en.wiktionary.org/wiki/호실,"
			경호실에 배속되다.
		"
휴지통,A container used to throw away waste paper or garbage.,명사,31509,garbage can; litter box; trash can,Waste paper basket,https://en.wiktionary.org/wiki/휴지통,"
			공원의 관리를 위하여 ‘휴지는 휴지통에’라는 문구를 공원 곳곳에 붙여 시민들을 계도하는 것도 좋은 방법이다.
		"
흐려지다,"For one's memory or thought, etc., to become unclear.",동사,87884,dim; blur,"Get cloudy, overcast",https://en.wiktionary.org/wiki/흐려지다,"
			가물가물 흐려지다.
		"
희망하다,To hope for something with expectations for the future.,동사,88509,hope; wish,Hope,https://en.wiktionary.org/wiki/희망하다,"
			광복을 희망하다.
		"
힘들어하다,,,,,"To be exacting, tolling",https://en.wiktionary.org/wiki/힘들어하다,"
			고리에 힘들어하다.
		"
강의하다,"To teach knowledge or technology systematically at a university, community college or institute.",동사,15700,lecture; teach,To give a lecture,https://en.wiktionary.org/wiki/강의하다,"
			동영상으로 강의하다.
		"
걱정되다,To become fearful and anxious that something bad might happen.,동사,15866,be worried; be concerned,To become worried,https://en.wiktionary.org/wiki/걱정되다,"
			참으로 걱정되다.
		"
공연하다,"To show or play music, dance or a play in front of many people.",동사,25327,perform,Offer a performance,https://en.wiktionary.org/wiki/공연하다,"
			가면극을 공연하다.
		"
귤,"A sweet-and-sour, orange-colored, round fruit of a tangerine tree, whose skin is peeled before eating.",명사,37057,tangerine; mandarin orange,A Jeju orange,https://en.wiktionary.org/wiki/귤,"
			응, 가게에 잼, 과자, 떡처럼 귤로 만든 가공식품이 많더라.
		"
내과,"A field of medical science that treats diseases of internal organs usually with medicine, or the department of the hospital that is in charge of the field.",명사,28417,internal department,Internal medicine,https://en.wiktionary.org/wiki/내과,"
			내과에서 진찰을 받다.
		"
넷째,The state of totaling four when counted from the start. ,명사,90892,fourth,Fourth,https://en.wiktionary.org/wiki/넷째,"
			요즘 아이 키우기가 힘든데 어떻게 넷째까지 가질 생각을 하셨어요?
		"
된장찌개,"Jjigae, stew, made by boiling fermented doenjang, soybean paste, with scallions, zucchini, bean curd, etc., added to water.",명사,14930,doenjangjjigae; soybean paste jjigae,"doenjang jjigae, a sort of stew made of 된장 and beef (sometimes seafood)",https://en.wiktionary.org/wiki/된장찌개,"
			군침을 돌게 하는 된장찌개 냄새가 온 집안에 가득가득 풍겼다.
		"
목걸이,"A piece of jewelry with a string of jewels, etc., worn around the neck.",명사,16150,necklace,Necklace,https://en.wiktionary.org/wiki/목걸이,"
			아이는 색종이를 가위로 자르고 풀로 붙여 종이 목걸이를 만들었다.
		"
무지개,A half circle beam of seven colors that appears in the sky opposite the sun after rain.,명사,15401,rainbow,A rainbow,https://en.wiktionary.org/wiki/무지개,"
			왜 무지개가 일곱 가지 색인 줄 알아?
		"
문법,"A set of certain rules for denoting the sounds of speech, words, sentences, etc., or an academic field that studies such things. ",명사,15708,grammar,Grammar,https://en.wiktionary.org/wiki/문법,"
			그럼 전체 문법에 대한 개괄 설명을 먼저 듣고 공부를 해 봐.
		"
볶음,"A recipe in which most of moisture is removed from the ingredients, after which they are put into a frying fan with a little oil, and then heated while stirring and mixing.",명사,14549,stir-fried dish,Roasted sth,https://en.wiktionary.org/wiki/볶음,"
			새우, 오징어 등 각종 해물이 들어간 해물 볶음밥이야!
		"
볼링,"An indoor sport game in which a player rolls a large, heavy ball down a twenty-meter lane to knock down ten pins.",명사,25679,bowling,Bowling,https://en.wiktionary.org/wiki/볼링,"
			볼링은 레인 위에 있는 10개의 핀을 향해 둥근 공을 던져서 넘어진 핀의 수로 점수를 계산하는 경기이다.
		"
비둘기,"A gray or white bird with short legs and large wings, often spotted in a park, along the street, etc. ",명사,15798,dove; pigeon,Pigeon,https://en.wiktionary.org/wiki/비둘기,"
			비둘기는 평화를 상징하는 관습적 상징물이다.
		"
생활비,The money necessary for living.,명사,16596,living expenses; cost of living,Cost of living,https://en.wiktionary.org/wiki/생활비,"
			가령 두 자녀가 있는 사 인 가정에서는 한 달 생활비로 삼백만 원 정도를 쓸 것이다.
		"
